Agata compralo oggi,yes
Macroaree,yes
Ma perché continuiamo a dare per scontato che uno straccio di sinistra non possa rinascere e tentare di arrestare questa deriva autoritaria? Va ben il pessimismo della ragione ma l'ottimismo della volontà che fine ha fatto? E allora Mattarella doveva tacere (al di là di qualsiasi altra considerazione di merito) per impedire a Salvini futuri successi elettorali? Tutti zitti e fermi se non ci fanno ancora più male? No! Io non ci sto!,yes
"Radical chic è così divenuta un’espressione idiomatica per definire gli appartenenti a quella borghesia progressista che, per seguire la moda, per esibizionismo o per inconfessati interessi personali, ostentano idee e tendenze politiche affini alla sinistra radicale o comunque opposte al loro vero ceto di appartenenza. Per estensione, la definizione di radical chic comprende anche uno stile di vita, un’aria frequente di ostentato disprezzo del denaro, quando in realtà si gode di un’abbondante disponibilità finanziaria, ovvero un atteggiamento che si identifica con la convinzione di una superiorità culturale, nonché con l’ostinata esibizione di questa cultura “alta” e l’ossessione del linguaggio politically correct, riducendo spesso il tutto a mera apparenza priva di qualsiasi sostanza, svelandone la natura esclusivamente snobistica.

Si concreta in quella definizione tutta quella casta politico intellettuale e mediatica che, qui in Italia, detiene larga parte dei mezzi di informazione e che, in maniera assillante, propugna le tematiche progressiste, umanitarie, multietniche e omofile in ogni ambito della realtà sociale, culturale ed educativa del Paese, cioè l’espressione ultima e più detestabile di quel coacervo ideologico che sostiene tutte le più ributtanti inversioni della vita sociale, familiare e sessuale.

In quella definizione si sostanzia tutto ciò che c’è di più lontano da ogni concezione tradizionale e da qualunque visione del mondo in chiave sociale e nazionale.

Tom Wolfe si divertiva proprio con questa gente, mettendone alla berlina le miserie e le contraddizioni, ma a noi, quotidianamente alle prese con gente come Gianni Riotta, Roberto Saviano o Massimo Gramellini, corre l’obbligo, anche in suo nome, di sommergerli con le nostre risate e, all’occorrenza, anche con qualche deiezione.",yes
"Per favore non mettete Salvini in prima pagina, il suo aspetto ed il suo atteggiamento esprimono pericolo imminente.",yes
Garante non tanto. Lo spread è schizzato a 300 .saremo la prossima Grecia,yes
"uno scontro fra frazioni, fazioni, del Capitale, molto, molto pericoloso,",yes
Non sarei tanto sicuro se salvini torna alla corte del vostro padrone ...perdera consensi,yes
Un governo Salvini sarebbe uno scempio......,yes
Matteo salvini + m5s arriveranno al 75% poi se famo due risate con Mattarella servo della merkel,yes
Savona presidente del mondo senza di lui e' la fine,yes
Elezioni anticipate e dimissioni di Mattarella immediate!!!,yes
Servi dei servi,yes
"Sempre contro il calcio moderno,a cominciare da questo pallonaccio dai colori orribili",yes
"Probabilmente le grandi masse italiche ignorano (o fingono) che a livello globale l'economia, tutta, ruota intorno al sistema capitalista liberista. Piaccia o no.
Tutte le produzioni e consumi sono globalmente connesse, ma  sempre più in mano alle oligarchie economiche, con sempre meno redistribuzione dei profitti tra i ceti medi e bassi.
La diseguaglianza sociale si sta accentuando in tutto l'occidente. La tecnologia espelle sempre più  il lavoro umano. 
Le risorse planetarie si stanno limitando. E la demografia umana non aiuta.
Il declino del mondo occidentale trainato dagli USA ( che si mantiene vitale in virtù della sua potenza bellica, la guerra esportata)   viene gradualmente sostituito dalle economie emergenti trainate da Cina, India ...
(un dato: fra pochi anni il 50% ed oltre dei laureati globali proverrà da questi Paesi. In Usa saranno il 4%, in Italia l '1%).
In Europa l'Italia è l'ultima come livello di istruzione. Allo stesso modo è tra gli ultimi stati come cultura di formazione ( e di produzione).
Quasi 5 milioni in 10 anni sono stati gli italiani, in prevalenza giovani, che sono emigrati per lavoro. 
Il lavoro industriale, in Italia, il padronato locale e le multinazionali, lo hanno  delocalizzato ovunque a partire dagli anni 90 (ecco la globalizzazione capitalista). 
Riportarlo in Italia, secondo le regole di questo sistema economico, significa provare ad accettare le condizioni lavorative ed economiche dei Paesi prima sotttosviluppati...
La maggior parte dei finanziamenti europei all'Italia (solo parzialmente utilizzati) servono al sostentamento di agricoltura el lavoro al sud.
Abbiamo il primato europeo di evasione fiscale, pari a 270 miliardi (570 mld di PIL escluso i profitti della criminalità).
Siamo sul podio dei Paesi europei con maggior corruzione percepita.
E' noto che la criminalità organizzata, quella che controlla territori ed economie è ancora presente, Ed esportata.
Ma le masse italiche non percepiscono questo insieme di sé, questi fattori ed altri, relazionati con l' economia globale del capitale. 
Non percepiscono che l'Europa delle economie in fondo è solo un cuscinetto di resistenza comune (ovviamente sempre al servizio del capitale) per non essere schiacciati dalle potenze economiche vecchie e nuove. Ad Est ed a Ovest. 
Essi percepiscono lo squilibrio tra  alcuni stati di questa alleanza forzata, ma non la sanno spiegare. 
Volgono lo sguardo di fronte allo specchio, non esiste la presa di coscienza e non sono interessati a conoscere le storie degli altri Paesi emersi, i perché e come.
E la politica dei populismi non può andare contro i veri poteri forti dei padroni dell'economia globale. Essi indicano i mali minori della nostra società per continuare a nascondere la realtà grave delle cose. Poiché questa è la loro natura di sopravvivenza politica. 
Non possono mettere in discussione il sistema economico (che sta distruggendo il pianeta e noi stessi) ma ne vogliono divenire i nuovi vassalli che controllano le masse.
Essi spingono verso un autarchia economica, in nome di un  sovranismo che si sente forza sovrumana in grado di sopravvivere contro le potenze economiche, europea e globale
Un gioco pericoloso che rischia di ipotecare  i pochi soldini dei ceti bassi e medi, salari e pensioni e poi il lavoro, anziché fare false 'rivoluzioni'.
E poi magari richiamare, tardivamente,come un deja vù, i 'salvatori ' della nazione a base di lacrime e sangue...",yes
"'La potenza del capitale è tutto, la Borsa è tutto, mentre il parlamento, le elezioni, sono un gioco da marionette, di pupazzi'. - (Lenin, Sullo Stato, 11 luglio 1919 - Opere complete, vol. 29, p. 447)",yes
con questo fascismo siete un tantino ripetitivi. Va tuttavia detto che basterebbe rimettere indietro di un secolo l'orologio e sareste di strettissima attualità!,yes
"Siamo un paese fallito in bancarotta controllata e ancora vi illudete di avere la sovranità...Poveri illusi.
Grazie Mattarella per aver tutelato il futuro di molti Italiani..bastava scegliere un altro personaggio ed invece...Tana per Salvini!!",yes
...pasolinianamente...Super !!!,yes
Ma  fascisti siete voi! Come vi permettete di offendere? Vergogna !,yes
"Mettendo i piedi per terra, per esempio.",yes
Mito.,yes
"Mettendo i piedi per terra, per esempio.",yes
Francesca Jet Leoni,yes
https://ilmanifesto.it/lisola-che-ce-dal-5-giugno-torniamo-in-edicola-in-sicilia-e-sardegna/,yes
cc il manifesto sardo,yes
Renato Silvio  l'unica notizia buona in un periodo orribile. Finalmente potrò tornare in edicola a comprare il giornale che leggo più volentieri. Grazie il manifesto ✊,yes
Grazie mille! Finalmente posso tornare a comprare il giornale ogni mattina.,yes
"È sempre un piacere leggervi, sarà un onore stamparvi ;) Grazie di essere tornati in Sicilia!",yes
Bellissima notizia.Se si andrà in vacanza nelle nostre due bellissime isole non si dovrà più rinunciare a comprarlo in edicola!,yes
"'grande è la confusione sotto il cielo, la situazione è eccellente'",yes
"Alé 
Così quest'anno in vacanza non resterò senza. 
Grazie compagni.",yes
NOOO RAGAZZI GRAZIE!!!!!!!!!!!! CHE SPLENDIDA NOTIZIA!!!!,yes
Era ora!! Finalmente una bella notizia,yes
"una bella notizia, un ottimo segnale!",yes
finalmente!!!,yes
Bella notizia...,yes
Grazieeee,yes
Ottimo,yes
Finalmente!!!!!,yes
EVVIVA!!,yes
bene bene....,yes
viva!,yes
grande,yes
Benissimo!,yes
Finalmenteee,yes
Yeeeee!!!,yes
Grazie !!!!!!,yes
Bene.,yes
bravi!,yes
Finalmente. Sarà un bel giorno.,yes
INCREDIBILE,yes
Una buona notizia!!!,yes
Vi aspettavamo!,yes
siiiiiiiii 😍😍😍😍,yes
♥️,yes
"Finalmente...grazie!!!
Tornerò a leggervi ✊",yes
Grandi,yes
Finalmente una bella notizia,yes
Cristiano Trapani 🙌🏼,yes
Vincenzo Sanzaro prendine due copie,yes
Giandomenico Morabito,yes
Giulia,yes
Michela Marchi,yes
Sarah Romagnoli,yes
Andrea Tedde,yes
Tanti ragazzi tra il 1940 e 1945 sono morti ..per la democrazia....ricordatelo sempre ....,yes
"Distacco, meditazione, consapevolezza....in che mani siamo e non mi riferisco al presidente.",yes
i grilli sono fusi cercano lo scontro da sempre e hanno trovato i leghisti che spuntano solo veleno,yes
"La meditazione sarà lunga, temo... Mala tempora currunt 😢",yes
"Altro che ommm... tra un po' saremo sul fondo di quel mare. Ma se invece di recriminare e fare a scarica barile perché nessuno vuole la colpa,  vi rimboccassimo le maniche e usciamo fa questo stallo? 
Ora basta ci avete proprio rotto con questo giochino...",yes
"ci vorrebbe PROPRIO Sì.

LA GENTE è ISTERICA IN ITALIA E PER MOTIVI CHE MANCO SA.

#UNPAESERIDICOLO",yes
la scimmia non si rialza,yes
"Italia, al primo posto per resilienza attiva!",yes
"Mattarella servo dell'Europa,BCE IL POPOLO NON CONTA UN FAZSO",yes
Questo e' quanto fate voi da anni... gli italiani non sono fessi..,yes
... Lingua Partenopāli :-),yes
Per la prima volta sono preoccupata.....,yes
Bellissima,yes
"Meditate, gente, meditate...!",yes
Bendinelli  studia prima poi parla !!!!,yes
,yes
oasis. stop crying your heart out,yes
Mattarella bastardo deve essere processato,yes
Silvia Rebecca Molino,yes
Giulia Maria Minicuci,yes
"Quella dell'adesione all'Euro è una scelta di importanza fondamentale per le prospettive del nostro Paese e dei nostri giovani: se si vuole discuterne lo si deve fare apertamente e con un serio approfondimento. Anche perché si tratta di un tema che non è stato in primo piano durante la recente campagna elettorale.
In altre parole era in atto un golpe",yes
"Sarebbe stato un governo del razzista fascistoide, dobbiamo ringraziare Mattarella che lo ha evitato.",yes
"Fa specie vedere gente che si spaccia di sinistra difendere Giggino e Capitan Disagio, due emeriti fannulloni che non hanno/avevano nessuna intenzione di formare un governo solo per il loro tornaconto elettorale...io non voglio morire democristiano ma nemmeno fascioleghistapentastellato...",yes
"Se i cittadini dovessero leggere e ascoltare ciò che dice la Costituzione e i doveri del Capo dello Stato, invece di seguire le idee di due pazzoidi esibizionisti con manie di potere, non saremmo ancora una volta chiamati a votare per non cambiare nulla!!! e spendere altri milioni di euro per i capricci di questi due DEMENTI!!!.",yes
"Che abbiano 'proposto' quel nome sapendo di ottenere un rifiuto per far partire da lì la campagna elettorale? È stato un gioco di forza, il rifiuto era preannunciato...",yes
Mi aspetto che sul 'manifesto' nasca finalmente un serio dibattito. Quel poco che resta della sinistra italiana deve stare con i mercati o con la democrazia? Con Mattarella o con la Costituzione? Con la Ue o con la sovranità popolare? Con la difesa di valore e dignità del lavoro o con lo spread e le agenzie di rating?,yes
"Dov'è scritto in Costituzione che il Presidente della Repubblica nomina i Ministri in base ad un proprio indirizzo politico, indipendentemente dalla maggioranza parlamentare?",yes
Elezioni anticipate e dimissioni dì Mattarella immediate!!!,yes
SIETE SOLO DEI POVERI BASTARDI menomale che siete destinati alla scomparsa e anche veloce,yes
Per fortuna è rimasto qualcuno con un briciolo di cervello,yes
Vergogna,yes
Chi è?,yes
Vergognoso,yes
MERDACCHIELLAPRESIDENTE.COM,yes
‪Il discorso integrale di Sergio Mattarella http://www.quirinale.it/elementi/Continua.aspx?tipo=Discorso&key=833‬,yes
"Pertini disse no a Cossiga su Darida alla Difesa (1979); 
Scalfaro a Berlusconi su Previti alla Giustizia (1994); 
Ciampi a Berlusconi su Maroni alla Giustizia (2001); 
Napolitano a Renzi su Gratteri alla Giustizia (2014). 
L'articolo 92 della Costituzione sancisce il diritto del Presidente della Repubblica a chiedere al Presidente del Consiglio incaricato di sottoporgli una proposta diversa se ce n'è una che non lo convince.Non è stato capace. E ora se la prendono con la Costituzione?",yes
"Mattarella è stato fin troppo paziente , 85 giorni hanno perso , 85 . Hanno trattato , discusso , e poi hanno buttato via tutto per un nome ? Ma dai ...Mattarella ha fatto bene . Ha salvato e difeso il paese da un attacco alla costituzione in atto da parte della lega e il m5s credulone e inesperto c era cascato .",yes
"Forse nessuno si ricorda che Napolitano fece dimettere Berlusconi - che era stato eletto - perché i mercati ci stavano ammazzando ed eravamo sull'orlo del baratro. Che deve dare Mattarella, lasciarci distruggere?",yes
"È chiaro che Salvini ha voluto far saltare tutto!  
Altrimenti avrebbe fatto un altro nome al posto di Savona!
Vuole incassare, vuole andare al voto.... tutto studiato a tavolino, tutto per non fare il governo. Salvini e Di Maio hanno mostrato che sono capaci di tutto, anche di far fuori Giorgetti dal governo pur di andare allo sfascio. E poi sparano su Mattarella perché difende la Costituzione!! 
GRAVISSIMO!
...guardiamo un po' come sta andando in Inghilterra... 
Dobbiamo cominciare a pensare seriamente ai nostri figli e nipoti.",yes
"Quando vi scandalizzate delle violenze e delle aggressioni a danno degli #insegnanti guardate con molta attenzione alla crisi istituzionale in atto. Nessuno é più disposto ad accettare un 'no', un richiamo un rimprovero per le sue azioni. I capi dei due partiti politici, #Lega e #M5S, si stanno comportando come quei bambini che tornano a casa a lamentarsi dai genitori perché l'insegnante non ha acconsentito alle loro pretese o non ha valutato il compito secondo le loro aspettative e lo accusano d'incapacità, di favoritismi, di tradimento. E i genitori elettori, che non sanno più esercitare il loro ruolo di discernimento, di autocritica, ma accecati dalla voglia di compiacere i propri figli e perché convinti di stare sempre nel giusto, aggrediscono, senza conoscere, l'istituzione. Questo povero paese ha preso da tempo una deriva socio culturale che sarà molto difficile da riportare sulla giusta direzione e soffre una profonda ferita, temo insanabile, tra saccente arroganza ignorante e umile e rispettoso senso delle Istituzioni e cultura del dovere.",yes
"É la motivazione di Mattarella che non si regge in piedi difronte allo spessore di Savona.
Magari le motivazioni di Mattarellen tradotte in tedesco suonano meglio...",yes
"Sono un italiano più di tutti forse sono l'unico, senza offendere nessuno, ma veramente mettiamo salvino è di maio....non so nemmeno scrivere il suo nome; è poi a le spalle andic appate",yes
"Ma che merda il manifesto la pensa come confindustria... e se ne sbatte di ciò che ha scelto il popolo. Ho visto bene da tanto tempo a non comprarlo, sono sempre stati un doppiogioco ora svelato. Svegliatevi coglioni!",yes
"Per quanto tutti difendano la decisione di Mattarella e su quali principi sia basata bisogna solo guardare ai risultati per capirne il vero valore: crisi costituzionale, mercati in subbuglio, e nuove elezioni dove i populisti saranno rafforzati 😓",yes
"**Chi comanda davvero oggi in Italia?**

*Un tempo, quando ero ragazzo, la risposta sarebbe stata immediata: Agnelli!! *Ora, noi Popolo informato che ci occupiamo di politica, ci stiamo convincendo che i Governi li decidono le lobby bancarie e finanziarie, le Agenzie di Rating (quelle che hanno inventato i “derivati”), altre Nazioni che non ci amano,per finire con una pletora di media asserviti al potere. *Il Presidente della Repubblica, chiunque esso sia, non è attaccabile, non si deve attaccare: punto. *Rimane il fatto che Giuseppe Conte è stato costretto a rimettere il mandato di governo per non sottostare ad una inaudita umiliazione. *Mattarella ha esplicitato una dichiarazione in cui si dice a chiare lettere che un Governo Italiano non può permettersi di avere un Ministro capace di portare in EU le ragioni per discutere la posizione del nostro Paese rispetto ad altri. Ha chiaramente citato come sia tassativo inginocchiarsi davanti allo ”spread”, concetto e parola funesta e temuta che prima dell’introduzione dell’euro non conoscevamo. *Tanto potere finanziario non si era mai visto, neppure all’epoca delle variazioni di cambio tra le valute nel “Serpentone Monetario”, in quanto ogni Paese gestiva in autonomia le micro e macro manovre di aggiustamento finanziario. *Mattarella ha detto questo, ma questo non è ciò che vuole il Popolo, che lo ha urlato con il voto del 4 Marzo 2018. Mattarella ha concluso dicendo che farà conoscere il suo prossimo intendimento. *Noi Popolo informato e preoccupato, auspichiamo non sia un “governicchio”, magari già in lavorazione mentre noi Cinquestelle e Lega stavamo perfezionando un Elaborato Programmatico per un Governo del Cambiamento. *Ciò che il Presidente Mattarella ha detto, ovvero che a volte la volontà popolare non conta, è molto grave e personalmente mi induce i brividi, unitamente ad un sentimento di ribellione. *Qualunque intendimento dovrà passare dal Parlamento ed alla luce degli avvenimenti odierni appare necessario un pronto ritorno al voto, ma non solo. *Mala tempora currunt! Sempre viva l’Italia! *",yes
"impeachment?!?!?!?!? 😂😂😂😂😂
e chi sarebbe il genio pronto ad avanzare questa idea ridicola? 🤔",yes
"'...voglio tutelare i risparmi degli italiani...' caro presidente, dov'eri quando boschi faceva le riunioni a casa sua per salvare la banca di papà...?",yes
Il nocciolo della questione è che non c era volontà politica di fare  il governo del cambiamento E ora Salvimaio fanno ke vittime e tutti dietro !! Ma figurati far apparire L Europa antidemocratica roba  da matti Nessuno avrebbe impedito la formazione del governo ne L eurooa ne la Germania  ne i mercati Ora continuano a spargere odio contro ke istituzioni ma sono solo loro i responsabili,yes
"Di Maio totalmente inadatto al ruolo, attacca il Presidente della Repubblica mentre chi non ha voluto il governo è Salvini :) il m5s preso nel cappio della lega e incapae di venirne fuori.",yes
"Ora il pd e tutte le forze democratiche facciano sentire la loro vicinanza al presidente della Repubblica, perché ora il presidente è solo.  Grande Mattarella",yes
Nessuno ha mai tutelato il lavoro da 25 anni in qua e ci preoccupiamo dei risparmi  (esteri 😢)?,yes
"Bravo #Mattarella 
Senti come scalpitano le piazze di #Lega e #m5s",yes
"Trattasi di eurogolpe. Ora arriveranno i famosi tecnici (di questa fava). Mutande di lamiera doppio strato, subito.",yes
Pezzo di merda Il popolo ha scelto come tutelare I suoi diritti. Oggi hai ucciso la Democrazia Italiana!,yes
"Poteva trovare una scusa più credibile, questa è davvero ridicola!",yes
Mattarella difende la Costituzione! Costituzione la Via Maestra,yes
Il presidente è stato chiarissimo il premier non eletto ok ma il ministro economia deve essere elette e politico più chiaro di così adesso di chi è la colpa guarda un Po sempre di qualcun'altro sono ridicoli ma il giro d Italia a Roma per le buche hanno dovuto ridurre i giri ma ricostruiamo la sinistra è mandiamo a fanculo sto nuovo ma dai ragazzi,yes
Ma quali risparmi? Se li fregano le banche...E poi: quanti risparmiatori sono rimasti?,yes
E neanche una riga di commento? Siete allineati con chi sta annientando la sovranita' popolare?,yes
l'italia si riconferma IL paese di merda. ieri è definitivamente morta la democrazia,yes
i grilli pensano agli spicci i legati combattono i disperati insieme fanno pena,yes
Buona scelta.se no domani le borse crollano. Sapete cosa comporta uscire dalla ue?,yes
Ah davvero? E perché? Ma la magistratura non ascolta questi eversori?,yes
Resta da capire perché abbiano buttato a mare tutto per un nome...Giorgetti non andava bene lo stesso?,yes
"Scusami, non ho una memoria come la tua, ma mi pare che Maroni lo sia stato, ministro della giustizia...😳",yes
vi ricordo che il manifesto fu fondato da gramsci. di conseguenza riportare notizie come quelle delle richieste di impeachment che sono insensate è solo amplificare dichiarazioni di personaggi incompetenti. abbiate rispetto per il vostro fondatore.,yes
Il presidente non può opporsi alla nomina la costituzione dice che nomina i ministri su proposta del presidente incaricato non che può sceglierli o bocciarli non è scritto così e chi lo ha fatto in precedenza non doveva farlo questo è fascismo,yes
L'unico che difende gli italiani è Mattarella.,yes
A certi Italiani o PSEUDO TALI piace un'Italia PERENNEMENTE PRONA.....,yes
"Previti era l'avvocato personale di Berlusconi, Maroni a veva carichi pendenti, Savona il reato di opinione, ma perfavore",yes
perché portare un nome come Savona? Nel programma votato dai cittadini non c’era scritto l’uscita dall’Europa ne’ dall’euro. Il Presidente della Repubblica non può nominare un ministro che è lontano dalla volontà dei cittadini. Dovevano fare un altro nome . I 5 Stelle sono andati dietro a Salvini che voleva andare all’elezioni già dal 5.3.,yes
"E chi non ha risparmi, signor Presidente, non esiste?",yes
Ricordati i soldi dati alle banche e non hai tutelato i risparmiatori.,yes
Ma quali risparmi???? Quelli dei ricchi???,yes
Non avevamo dubbi che Di Maio non avesse capito.,yes
Che tutela sto mezzo rimbambito lo zerbino di Germania,yes
,yes
,yes
Cottarelli ? In quale partito e' stato eletto ???,yes
Ci penserà Cottarelli ai risparmi degli italiani...,yes
A mio Modesto avviso ha ragione D'Alema.,yes
la mummia e il mondo di sopra hanno vinto.,yes
Perché non ne hanno proposto un altro?,yes
Non sapevo fosse prerogativa del colle far finta di difendere i risparmi,yes
https://media0.giphy.com/media/rRTLyPtHH99JK/giphy.gif,yes
Se Cottarelli ha un minimo di dignita'  non si presenta,yes
Elezioni anticipate e dimissioni di Mattarella immediate!!!,yes
Speravo volesse fare qualcosa per i nostri debiti🤔,yes
Chi festeggia il 2 giugno mi fa schifo !,yes
Io festeggio solo il 24 maggio,yes
Ci mancava un altro robin hood da quattro soldi🤮🤮🤮,yes
W la republica Italiana!!!,yes
"Salvini si sente furbo, ma Mattarella opera a rigor di Costituzione.",yes
Mattarella difende la Costituzione. Costituzione la Via Costituzione: La Via Maestra,yes
,yes
Tipo la fornero,yes
